决策时刻,主玩家队伍,主玩家角色,主玩家位置X,主玩家位置Y,主玩家位置Z,主玩家武器偏航角,主玩家武器俯仰角,主玩家速度X,主玩家速度Y,主玩家速度Z,主玩家速度大小,主玩家相机X坐标,主玩家相机Y坐标,主玩家相机Z坐标,主玩家视野范围,主玩家开镜状态,主玩家Buff数量,当前已追踪玩家数量,敌方玩家数量,队友玩家数量,敌人平均距离,队友平均距离,10米内敌人数,20米内敌人数,10米内队友数,20米内队友数,最近敌人队伍,最近敌人角色,最近敌人距离,最近敌人相对位置X,最近敌人相对位置Y,最近敌人相对位置Z,最近敌人位置X,最近敌人位置Y,最近敌人位置Z,最近敌人武器偏航角,最近敌人武器俯仰角,最近敌人速度X,最近敌人速度Y,最近敌人速度Z,最近敌人速度大小,最近敌人相机X坐标,最近敌人相机Y坐标,最近敌人相机Z坐标,最近敌人视野范围,最近敌人开镜状态,最近敌人Buff数量,最近队友队伍,最近队友角色,最近队友距离,最近队友相对位置X,最近队友相对位置Y,最近队友相对位置Z,最近队友位置X,最近队友位置Y,最近队友位置Z,最近队友武器偏航角,最近队友武器俯仰角,最近队友速度X,最近队友速度Y,最近队友速度Z,最近队友速度大小,最近队友相机X坐标,最近队友相机Y坐标,最近队友相机Z坐标,最近队友视野范围,最近队友开镜状态,最近队友Buff数量,has_recent_enemy,has_recent_teammate,has_main_player_pose,主到敌人水平距离,主到敌人三维距离_重算,主到敌人高度差,主玩家朝向_敌人夹角,主玩家俯仰_敌人夹角,主到队友水平距离,主到队友三维距离_重算,主到队友高度差,主玩家朝向_队友夹角,主玩家俯仰_队友夹角,最近敌人距离_除以_敌人平均距离,最近队友距离_除以_队友平均距离,10米压力差_敌减队,20米压力差_敌减队,敌我数量差,敌我数量比,主玩家是否静止,最近敌人是否静止,最近队友是否静止,主敌速度差,主队速度差,主敌视野差,主玩家Buff数量_x_敌方玩家数量,主玩家Buff数量_x_10米内敌人数
20.0,6,威龙,3410.7,-180.4,-7624.0,171.1,347.2,-0.2,0.0,0.0,0.2,3410.7,-179.8,-7624.0,89.9,1.0,6,13,9,0,383.2019980290473,18.216640039347894,0,0,0,0,5.0,银翼,301.2322691877484,49.0,15.800000000000011,-296.8000000000002,3459.7,-164.6,-7920.8,37.5,350.1,3.4,-0.1,1.1,3.5749125863438955,3459.7,-164.0,-7920.8,90.0,0.0,0,5.0,MISSING,11.9910383185333,-0.099999999999909,0.0,0.0,3790.2,-198.7,-4503.7,167.9,350.2,0.0,0.0,0.0,1.811077027627484,3790.2,-198.0,-4503.7,90.0,0.0,0,1,1,1,51.48436655917989,301.2322691877484,-296.8000000000002,153.2281365322733,427.35912081224114,4.899999999999977,9.390686872062496,0.0,86.32338064168295,323.17969077187075,0.7860926371394195,0.773790939447696,0,0,9,9.0,1.0,0.0,0.0,-3.3749125863438953,-0.25849027169622885,-0.09999999999999432,54,0
20.0,4,UNKNOWN_ROLE_30008,3814.8,-247.0,-4626.0,105.1,359.8,0.0,0.0,0.0,0.0,3814.5,-246.4,-4626.1,120.0,1.0,1,20,13,2,157.30079088610995,17.196821938688444,0,0,0,2,5.0,无名,24.964775184246953,20.799999999999727,-8.599999999999994,-10.800000000000182,3835.6,-255.6,-4636.8,285.6,2.8,0.0,0.0,0.0,0.0,3835.6,-255.7,-4636.8,90.8,0.0,0,4.0,蝶,17.057842770995585,-15.600000000000364,0.0,-6.899999999999636,3799.2,-247.0,-4632.9,57.1,0.6,0.0,0.0,0.0,0.0,3799.6,-246.4,-4633.1,40.0,0.0,1,1,1,1,22.50777643393475,24.964775184246953,-10.800000000000182,127.56321248940742,385.4332826908912,15.600000000000364,17.057842770995585,-6.899999999999636,74.9,383.6601751913407,0.15870724516777623,0.9919183225721381,0,-2,11,4.333333333333333,1.0,1.0,1.0,0.0,0.0,29.200000000000003,13,0
20.0,5,银翼,6622.3,-220.8,-4425.9,253.4,354.9,-0.7,0.0,-2.3,2.4041630560342613,6622.3,-220.2,-4425.9,120.0,1.0,0,17,15,1,262.90066183102374,1.4560219778559038,0,0,1,1,6.0,疾风,173.80992491799742,126.59999999999945,8.300000000000011,-118.80000000000018,6748.9,-212.5,-4544.7,333.2,341.3,-1.1,0.0,-2.0,2.2825424421026654,6748.9,-211.8,-4544.7,120.0,0.0,0,5.0,蜂医,1.4560219778559038,1.3999999999996362,0.0,-0.4000000000005457,6623.7,-220.8,-4426.3,279.7,357.6,0.7,0.0,-4.2,4.257933771208753,6623.7,-220.2,-4426.3,120.0,0.0,3,1,1,1,126.87178567356834,173.80992491799742,-118.80000000000018,110.35099032301434,398.01816834844476,1.3999999999996362,1.4560219778559038,-0.4000000000005457,106.60000000000002,370.84539590094744,0.6611239534638816,1.0,-1,-1,14,7.5,0.0,0.0,0.0,0.12162061393159584,-1.853770715174492,0.0,0,0
20.0,8,骇爪,3627.1,-245.4,-4716.0,342.7,355.1,0.8,0.0,-0.7,1.063014581273465,3627.1,-245.0,-4716.0,99.0,1.0,0,19,8,2,392.53894083025864,2.958926414770434,0,0,2,2,3.0,银翼,205.74945929455077,174.5999999999999,3.200000000000017,-108.80000000000018,3801.7,-242.2,-4824.8,244.5,8.5,0.0,0.0,0.0,0.0,3801.7,-242.2,-4824.8,110.0,0.0,1,8.0,比特,2.002498439450276,1.900000000000091,0.20000000000001705,0.6000000000003638,3629.0,-245.2,-4715.4,177.1,350.5,-1.9,0.0,0.1,1.9026297590440446,3629.0,-244.5,-4715.4,120.0,0.0,1,1,1,1,174.62932170743827,205.74945929455077,-108.80000000000018,18.349976917598724,387.02430841721764,1.9104973174543722,2.002498439450276,0.6000000000003638,23.30900595749472,337.6648767077953,0.524150441888314,0.6767652042491358,-2,-2,6,2.6666666666666665,0.0,1.0,0.0,1.063014581273465,-0.8396151777705796,-11.0,0,0
20.0,5,蜂医,6741.0,-218.2,-4505.3,281.2,357.8,-1.3,0.0,-5.6,5.748912940721924,6741.0,-217.6,-4505.3,120.0,1.0,5,18,3,2,12.511682697281145,18.712910081972414,0,3,0,1,1.0,威龙,11.494781424628947,3.600000000000364,0.5999999999999943,-10.899999999999636,6744.6,-217.6,-4516.2,311.5,354.4,5.2,5.2,-7.1,10.222035022440492,6744.6,-216.9,-4516.2,73.1,0.0,4,5.0,露娜,16.902662512160823,1.1000000000003638,1.5,16.800000000000182,6742.1,-216.7,-4488.5,249.5,18.4,-0.4,-1.2,-1.2,1.7435595774162693,6742.1,-216.1,-4488.5,89.9,0.0,26,1,1,1,3.6496575181792896,11.494781424628947,-10.899999999999636,88.26232220802461,429.2878587306864,1.8601075237740425,16.902662512160823,16.800000000000182,132.5461622625462,274.11809388689386,0.9187238601508672,0.9032621029074713,0,2,1,1.0,0.0,0.0,0.0,-4.473122081718568,4.005353363305655,46.900000000000006,15,0
20.0,8,骇爪,3620.2,-249.3,-4719.9,201.6,317.6,-0.4,0.0,0.1,0.4123105625617661,3620.2,-248.7,-4719.9,99.0,1.0,0,19,8,2,404.80753203812986,8.971848186807538,0,0,2,2,3.0,银翼,229.32252397006332,203.70000000000027,5.300000000000011,-105.20000000000073,3823.9,-244.0,-4825.1,168.4,352.1,-9.9,4.3,6.9,12.81054253339803,3823.9,-243.4,-4825.1,90.0,0.0,0,8.0,比特,8.810788840961353,8.100000000000364,1.9000000000000057,-2.9000000000005457,3628.3,-247.4,-4722.8,82.1,346.2,0.0,0.0,0.1,0.1,3628.3,-246.8,-4722.8,120.0,0.0,0,1,1,1,203.76893777021095,229.32252397006332,-105.20000000000073,159.89042285013852,344.9059964398511,8.319855767980952,8.810788840961353,-2.9000000000005457,171.60108717570506,336.816702116496,0.5664976706719549,0.982048364785863,-2,-2,6,2.6666666666666665,1.0,0.0,1.0,-12.398231970836264,0.31231056256176615,9.0,0,0
20.0,8,骇爪,3651.4,-247.3,-4419.9,35.0,345.4,-2.9,0.0,3.3,4.393176527297759,3651.4,-246.7,-4419.9,99.0,1.0,0,20,6,2,229.3888139982304,2.435326959112707,0,0,2,2,5.0,骇爪,160.96956234021366,146.4000000000001,4.0,66.79999999999927,3797.8,-243.3,-4353.1,345.7,359.0,-1.4,0.0,0.4,1.4560219778561034,3797.8,-242.6,-4353.1,100.0,0.0,9,8.0,红狼,2.370653918225414,1.099999999999909,0.0,2.0999999999994543,3652.5,-247.3,-4417.8,137.1,342.3,-4.9,0.0,0.2,4.904079934095692,3652.5,-246.7,-4417.8,95.0,0.0,0,1,1,1,146.45463461427238,160.96956234021366,66.79999999999927,33.434930914407744,320.88161007093646,1.099999999999909,2.370653918225414,2.0999999999994543,35.0,283.04597536374285,0.7017323972103341,0.9734437954438544,-2,-2,4,2.0,0.0,0.0,0.0,2.9371545494416553,-0.510903406797933,-1.0,0,0
20.0,2,骇爪,3657.8,-250.7,-4718.8,282.8,349.0,0.0,0.0,0.0,0.0,3657.8,-250.0,-4718.8,100.0,1.0,0,20,13,2,227.88003322582603,20.700237612415467,0,0,1,1,1.0,红狼,109.32108671249117,-71.90000000000009,11.799999999999983,-81.5,3585.9,-238.9,-4800.3,50.0,0.0,0.0,0.0,0.0,0.0,3585.9,-238.2,-4800.3,90.0,0.0,0,2.0,比特,8.525256594378966,1.199999999999818,5.0,6.800000000000182,3659.0,-245.7,-4712.0,8.2,351.9,0.0,0.0,0.0,0.0,3659.0,-245.7,-4712.0,78.9,0.0,0,1,1,1,72.86185558987647,109.32108671249117,-81.5,112.12011727108683,397.20295159991144,5.141984052872934,8.525256594378966,6.800000000000182,153.70426671920615,296.09562835390955,0.4797308705153446,0.4118434171627932,-1,-1,11,4.333333333333333,1.0,1.0,1.0,0.0,0.0,10.0,0,0
19.95,5,威龙,6474.6,-219.1,-4637.0,45.7,357.7,0.4,0.0,-0.5,0.6403124237432849,6474.6,-218.5,-4637.0,92.3,1.0,10,17,14,2,351.8389307309476,21.852822397098087,0,0,1,1,1.0,乌鲁鲁,107.0668015773327,-21.300000000000182,-10.5,104.39999999999964,6453.3,-229.6,-4532.6,253.4,324.9,0.0,0.0,0.0,0.0,6453.3,-229.2,-4532.6,90.0,0.0,9,5.0,蝶,0.2999999999992724,0.2999999999992724,0.0,0.0,6474.9,-219.1,-4637.0,48.4,351.0,5.7,0.0,2.6,6.264982043070834,6474.9,-218.5,-4637.0,104.2,0.0,0,1,1,1,23.747420912596127,107.0668015773327,104.39999999999964,160.54134965215758,280.51478005462366,0.2999999999992724,0.2999999999992724,0.0,45.69999999999999,357.7,0.30430629536902226,0.013728203824102394,-1,-1,12,4.666666666666667,0.0,1.0,0.0,0.6403124237432849,-5.624669619327549,2.299999999999997,140,0
20.0,6,红狼,6680.7,-196.8,-4519.0,186.8,330.2,0.0,0.0,0.0,0.0,6680.7,-196.2,-4519.0,90.0,1.0,3,18,6,2,184.28518294546396,10.52109373693747,0,0,0,2,3.0,UNKNOWN_ROLE_30008,49.31227027829866,-30.399999999999636,-22.69999999999999,31.5,6650.3,-219.5,-4487.5,232.2,328.0,0.0,0.0,0.0,0.0,6650.3,-218.8,-4487.5,83.6,0.0,1,6.0,露娜,10.392304845413312,2.800000000000182,-0.39999999999997726,-10.0,6683.5,-197.2,-4529.0,342.0,337.4,5.1,-0.1,-2.2,5.55517776493246,6683.5,-196.5,-4529.0,106.2,0.0,4,1,1,1,37.940084343606536,49.31227027829866,31.5,29.94908437310238,290.49862767013013,2.828427124746367,10.392304845413312,-10.0,165.069897645845,404.40683095173506,0.26758673426768004,0.9877589825977877,0,-2,4,2.0,1.0,1.0,0.0,0.0,-5.55517776493246,6.400000000000006,18,0
20.0,1,红狼,6763.7,-221.6,-4342.8,325.8,344.9,0.0,0.0,0.0,0.0,6763.7,-221.6,-4342.8,90.0,1.0,0,16,15,0,261.86755291725103,18.216640039347894,0,0,0,0,6.0,乌鲁鲁,134.46612956428842,114.5,0.799999999999983,70.5,6878.2,-220.8,-4272.3,132.3,8.0,0.0,0.0,0.0,0.0,6878.2,-220.2,-4272.3,90.0,0.0,0,5.0,MISSING,11.9910383185333,-0.099999999999909,0.0,0.0,3790.2,-198.7,-4503.7,167.9,350.2,0.0,0.0,0.0,1.811077027627484,3790.2,-198.0,-4503.7,90.0,0.0,0,1,1,1,114.50279472571837,134.46612956428842,70.5,34.60031334294388,313.2791645518316,4.899999999999977,9.390686872062496,0.0,86.32338064168295,323.17969077187075,0.5134890828066015,0.773790939447696,0,0,15,15.0,1.0,1.0,0.0,0.0,-0.25849027169622885,0.0,0,0
20.0,6,无名,3383.8,-169.9,-7767.1,271.7,357.0,2.8,0.0,-7.0,7.539230729988305,3383.8,-169.2,-7767.1,95.0,1.0,1,15,13,1,336.6841298678471,23.493190502782063,0,0,0,0,1.0,比特,127.87673752485189,-2.200000000000273,13.900000000000006,-127.09999999999945,3381.6,-156.0,-7894.2,88.1,355.7,0.0,0.0,0.0,0.0,3381.9,-155.3,-7894.1,36.9,0.0,0,6.0,无名,23.493190502782063,-17.200000000000273,0.30000000000001137,16.0,3366.6,-169.6,-7751.1,330.8,355.9,2.8,-0.5,-1.6,3.263433774416144,3366.6,-168.9,-7751.0,104.8,0.0,1,1,1,1,14.073023839957116,127.87673752485189,-127.09999999999945,172.7062076012433,440.6817169991171,17.202616080120183,23.493190502782063,16.0,92.69924367025726,314.07437620620226,0.37981219243997383,1.0,0,0,12,6.5,0.0,1.0,0.0,7.539230729988305,4.2757969555721616,58.1,13,0
19.95,8,骇爪,3597.9,-239.9,-4403.1,218.8,2.3,0.0,0.0,0.0,0.0,3597.9,-240.0,-4403.1,95.2,1.0,0,19,5,2,296.95506306325285,3.878575281942469,0,0,2,2,2.0,UNKNOWN_ROLE_50003,252.24801287621682,240.9000000000001,60.5,44.0,3838.8,-179.4,-4359.1,358.8,2.7,0.0,0.0,0.0,0.0,3838.8,-178.8,-4359.1,90.0,0.0,1,8.0,比特,2.4083189157585347,-1.599999999999909,0.0,1.800000000000182,3596.3,-239.9,-4401.3,296.7,342.3,0.0,0.0,0.0,0.0,3596.3,-240.0,-4401.3,95.2,0.0,0,1,1,1,248.38087688064886,252.24801287621682,44.0,155.29778563492823,7.745576798720273,1.599999999999909,2.4083189157585347,1.800000000000182,38.80000000000001,46.0664606634343,0.8494484326151623,0.6209287536511087,-2,-2,3,1.6666666666666667,1.0,1.0,1.0,0.0,0.0,5.200000000000003,0,0
20.0,5,露娜,6714.2,-198.7,-4540.3,203.3,359.6,0.6,0.0,1.7,1.8027756377319946,6714.2,-198.0,-4540.3,110.4,1.0,5,16,11,2,189.82366089546002,24.151510543108735,0,0,0,0,6.0,露娜,21.02974084481309,-20.0,0.0,-6.5,6694.2,-198.7,-4546.8,17.5,359.3,0.7,0.0,-2.4,2.5,6694.3,-198.1,-4547.2,110.0,0.0,1,5.0,威龙,21.455302374937588,-18.300000000000182,0.0,-11.199999999999818,6695.9,-198.7,-4551.5,69.0,352.3,0.0,0.0,0.0,0.0,6695.9,-198.1,-4551.5,104.7,0.0,11,1,1,1,20.0,21.02974084481309,-6.5,23.30000000000001,377.6041616059134,18.300000000000182,21.455302374937588,-11.199999999999818,23.30000000000001,391.0675433685644,0.11078566678995103,0.8883627521616668,0,0,9,3.6666666666666665,0.0,0.0,1.0,-0.6972243622680054,1.8027756377319946,0.4000000000000057,55,0
20.0,7,银翼,3830.5,-248.2,-4575.0,285.5,356.7,0.0,0.0,0.0,0.0,3830.5,-248.2,-4575.0,110.0,1.0,1,19,13,1,180.71477143874338,11.825819210524012,0,0,0,1,5.0,骇爪,51.78358813369336,-37.30000000000018,1.1999999999999886,-35.899999999999636,3793.2,-247.0,-4610.9,97.2,0.2,-0.4,0.0,4.7,4.7169905660283025,3793.2,-246.4,-4610.9,101.9,0.0,1,7.0,银翼,11.825819210524012,-11.599999999999909,0.0,-2.300000000000182,3818.9,-248.2,-4577.3,266.6,11.0,0.0,0.0,0.0,0.0,3818.9,-248.2,-4577.3,84.4,0.0,1,1,1,1,37.319297956955374,51.78358813369336,-35.899999999999636,107.34266030665367,400.58950587978813,11.599999999999909,11.825819210524012,-2.300000000000182,105.5,367.9149146846545,0.2865487293674074,1.0,0,-1,12,6.5,1.0,0.0,1.0,-4.7169905660283025,0.0,8.099999999999994,13,0
20.0,8,威龙,3736.3,-246.1,-4567.1,185.0,3.8,1.1,0.0,0.7,1.3038404810405297,3736.3,-245.5,-4567.1,120.0,1.0,6,20,8,1,164.4801351244049,11.526491226734727,3,3,0,1,4.0,骇爪,5.741950887982212,1.599999999999909,-0.4000000000000057,-5.5,3737.9,-246.5,-4572.6,260.5,297.1,0.0,0.0,0.0,0.0,3737.9,-246.0,-4572.6,90.0,0.0,2,8.0,红狼,11.526491226734727,-0.6000000000003638,-3.700000000000017,-10.899999999999636,3735.7,-249.8,-4578.0,77.3,18.6,3.3,3.4,5.3,7.109149034870488,3735.7,-249.1,-4578.0,112.6,0.0,7,1,1,1,1.6492422502469775,5.741950887982212,-5.5,160.96375653207258,77.10799805272804,3.7483329627983375,11.526491226734727,-10.899999999999636,75.7889734591779,74.82273858467872,0.03490969218647148,1.0,3,2,7,4.0,0.0,1.0,0.0,1.3038404810405297,-5.805308553829958,30.0,48,18
20.0,8,骇爪,3651.3,-247.3,-4424.4,13.7,349.8,4.8,0.0,1.2,4.947726750741193,3651.3,-246.7,-4424.4,99.0,1.0,0,20,6,2,227.84061882963002,2.6510412149460754,0,0,2,2,5.0,骇爪,162.88845876856897,146.39999999999964,4.0,71.29999999999927,3797.7,-243.3,-4353.1,345.7,359.0,-0.7,0.0,0.2,0.7280109889280517,3797.7,-242.6,-4353.1,100.0,0.0,13,8.0,红狼,2.4020824298925145,2.399999999999636,0.0,-0.1000000000003638,3653.7,-247.3,-4424.5,350.2,347.5,0.0,0.0,0.0,0.0,3653.7,-246.7,-4424.5,95.0,0.0,0,1,1,1,146.45463461427192,162.88845876856897,71.29999999999927,12.134930914407732,323.841320126641,2.399999999999636,2.4020824298925145,-0.1000000000003638,13.699999999999989,352.1859440303979,0.7149228245836637,0.9060901868858252,-2,-2,4,2.0,0.0,0.0,1.0,4.219715761813141,4.947726750741193,-1.0,0,0
20.0,7,银翼,3830.3,-247.7,-4576.3,207.5,353.8,0.0,0.0,0.0,0.0,3830.3,-247.1,-4576.3,110.0,1.0,0,19,13,1,212.54054712723232,2.275961335348034,0,0,1,1,5.0,疾风,71.94616042569623,-69.40000000000009,-5.0,-18.300000000000182,3760.9,-252.7,-4594.6,205.7,359.9,-3.4,0.0,-0.4,3.4234485537247377,3760.9,-252.0,-4594.6,89.0,0.0,1,7.0,银翼,2.275961335348034,0.5,-0.30000000000001137,-2.199999999999818,3830.8,-248.0,-4578.5,166.6,357.6,0.0,0.0,0.0,0.0,3830.8,-248.1,-4578.5,110.0,0.0,0,1,1,1,69.5798821499434,71.94616042569623,-18.300000000000182,23.379182049246424,368.535479885843,0.5830951894845359,2.275961335348034,-2.199999999999818,121.53624346792549,428.95545656541935,0.33850557645655904,1.0,-1,-1,12,6.5,1.0,0.0,1.0,-3.4234485537247377,0.0,21.0,0,0
20.0,4,UNKNOWN_ROLE_30008,3817.2,-247.0,-4627.9,239.8,352.8,-1.9,0.0,-2.6,3.2202484376209237,3817.2,-246.4,-4627.9,67.4,1.0,16,20,13,2,155.40608041708774,24.736363456996486,1,2,0,0,8.0,红狼,6.4999999999995515,-5.599999999999909,0.0,3.2999999999992724,3811.6,-247.0,-4624.6,335.4,355.7,-1.1,0.0,1.6,1.94164878389476,3811.6,-246.4,-4624.6,77.3,0.0,0,4.0,骇爪,20.61965082148595,-18.59999999999991,0.0,-8.900000000000546,3798.6,-247.0,-4636.8,59.4,358.8,-2.2,0.0,1.3,2.5553864678361276,3798.6,-246.4,-4636.8,120.0,0.0,3,1,1,1,5.599999999999909,6.4999999999995515,3.2999999999992724,59.80000000000001,322.2897625938896,18.59999999999991,20.61965082148595,-8.900000000000546,59.80000000000001,378.3708641215727,0.041825905283464325,0.83357648173842,1,2,11,4.333333333333333,0.0,0.0,0.0,1.2785996537261637,0.6648619697847962,-9.899999999999991,208,16
20.0,1,露娜,6604.8,-206.8,-4158.4,264.7,354.5,1.8,0.0,-0.2,1.8110770276274835,6604.8,-206.1,-4158.4,90.0,1.0,0,18,0,2,155.5869210338427,5.1798653607498375,0,0,2,2,4.0,MISSING,29.460397144899385,0.6000000000000227,0.0,-0.4000000000005457,3783.2,-198.7,-4510.8,166.4,349.1,0.0,0.0,0.0,1.0295630140987,3783.2,-198.0,-4510.8,90.0,0.0,0,1.0,威龙,3.5128336140499967,-3.5,0.0,0.2999999999992724,6601.3,-206.8,-4158.1,204.4,354.6,0.0,0.0,0.0,0.0,6601.3,-206.1,-4158.1,90.9,0.0,5,1,1,1,13.793114224133692,25.09342543376652,-0.4000000000005457,63.69999999999999,321.9144148448269,3.5,3.5128336140499967,0.2999999999992724,84.69999999999999,349.60090754622405,0.2036030818756888,0.678170834452245,-2,-2,-2,0.0,0.0,0.0,1.0,0.11973473589822986,1.8110770276274835,0.0,0,0
20.0,7,露娜,6960.9,-225.7,-4686.5,29.3,0.0,5.9,3.9,1.0,7.142828571371428,6960.9,-225.1,-4686.5,90.0,1.0,0,16,8,0,282.3844298254867,18.216640039347894,0,0,0,0,4.0,露娜,68.35751604615196,-64.09999999999945,-1.5,-23.699999999999818,6896.8,-227.2,-4710.2,38.3,357.1,0.0,0.0,-0.6,0.6,6896.8,-226.8,-4710.2,100.0,0.0,0,5.0,MISSING,11.9910383185333,-0.099999999999909,0.0,0.0,3790.2,-198.7,-4503.7,167.9,350.2,0.0,0.0,0.0,1.811077027627484,3790.2,-198.0,-4503.7,90.0,0.0,0,1,1,1,64.11754829997737,68.35751604615196,-23.699999999999818,152.04053021417297,20.286006073047215,4.899999999999977,9.390686872062496,0.0,86.32338064168295,323.17969077187075,0.24207253951075433,0.773790939447696,0,0,8,8.0,0.0,0.0,0.0,6.5428285713714285,-0.25849027169622885,-10.0,0,0
20.0,7,威龙,6720.0,-198.7,-4531.5,106.8,356.9,0.0,0.0,0.0,0.0,6720.0,-198.0,-4531.5,99.1,1.0,16,16,12,2,63.398241608922284,3.578596380921339,3,3,2,2,6.0,红狼,6.037383539249025,-2.699999999999818,0.0,5.399999999999636,6717.3,-198.7,-4526.1,269.5,3.6,0.0,0.0,0.1,0.1,6717.3,-198.0,-4526.1,90.0,0.0,8,7.0,蝶,3.2893768406801698,-1.1000000000003638,0.0,-3.100000000000364,6718.9,-198.7,-4534.6,244.5,348.7,-0.5,0.0,-4.9,4.925444142409901,6718.9,-198.0,-4534.6,90.0,0.0,7,1,1,1,2.699999999999818,6.037383539249025,5.399999999999636,73.2,293.46505117707795,1.1000000000003638,3.2893768406801698,-3.100000000000364,73.2,427.36334506186773,0.09522951088282802,0.919180731925206,1,1,10,4.0,1.0,1.0,0.0,-0.1,-4.925444142409901,9.099999999999994,192,48
20.0,8,骇爪,3651.3,-247.3,-4424.4,13.7,349.8,4.8,0.0,1.2,4.947726750741193,3651.3,-246.7,-4424.4,99.0,1.0,0,20,6,2,227.84061882963002,2.6510412149460754,0,0,2,2,5.0,骇爪,162.88845876856897,146.39999999999964,4.0,71.29999999999927,3797.7,-243.3,-4353.1,345.7,359.0,-0.7,0.0,0.2,0.7280109889280517,3797.7,-242.6,-4353.1,100.0,0.0,13,8.0,红狼,2.4020824298925145,2.399999999999636,0.0,-0.1000000000003638,3653.7,-247.3,-4424.5,350.2,347.5,0.0,0.0,0.0,0.0,3653.7,-246.7,-4424.5,95.0,0.0,0,1,1,1,146.45463461427192,162.88845876856897,71.29999999999927,12.134930914407732,323.841320126641,2.399999999999636,2.4020824298925145,-0.1000000000003638,13.699999999999989,352.1859440303979,0.7149228245836637,0.9060901868858252,-2,-2,4,2.0,0.0,0.0,1.0,4.219715761813141,4.947726750741193,-1.0,0,0
20.0,6,骇爪,6668.9,-207.1,-4756.6,12.6,356.5,0.0,0.0,0.0,0.0,6668.9,-206.6,-4756.6,90.0,1.0,0,18,9,2,203.068023064152,19.73154908877484,0,0,1,1,7.0,疾风,100.49920397694724,17.100000000000364,-6.800000000000011,98.80000000000018,6686.0,-213.9,-4657.8,93.0,360.0,0.0,0.0,0.0,0.0,6686.0,-213.2,-4657.8,85.0,0.0,5,6.0,疾风,5.629387178015025,-5.5,1.1999999999999886,0.0,6663.4,-205.9,-4756.6,344.2,349.3,0.0,0.0,0.0,0.0,6663.4,-205.5,-4756.6,90.0,0.0,0,1,1,1,18.40244548966285,100.49920397694724,98.80000000000018,34.28577739407086,277.05098220670254,5.629387178015025,5.629387178015025,0.0,155.0919841825722,356.5,0.49490413340557393,0.2852987949748735,-1,-1,7,3.0,1.0,1.0,1.0,0.0,0.0,5.0,0,0
20.0,2,骇爪,3656.1,-250.7,-4720.1,243.0,354.0,-1.6,0.0,-3.1,3.488552708502482,3656.1,-250.0,-4720.1,100.0,1.0,0,20,13,2,230.31311705550186,20.882199248504726,0,0,1,1,1.0,红狼,107.23488238441792,-70.19999999999982,11.799999999999983,-80.19999999999982,3585.9,-238.9,-4800.3,50.0,0.0,0.0,0.0,0.0,0.0,3585.9,-238.2,-4800.3,90.0,0.0,0,2.0,比特,9.950879358127423,2.900000000000091,5.0,8.100000000000364,3659.0,-245.7,-4712.0,8.2,351.9,0.0,0.0,0.0,0.0,3659.0,-245.7,-4712.0,78.9,0.0,0,1,1,1,71.18482984456712,107.23488238441792,-80.19999999999982,72.54171584706722,402.4080158208675,5.780138406647416,9.950879358127423,8.100000000000364,176.8862668490168,299.51155276710307,0.4656047547590439,0.4765244905342026,-1,-1,11,4.333333333333333,0.0,1.0,1.0,3.488552708502482,3.488552708502482,10.0,0,0
20.0,7,银翼,3830.0,-247.7,-4576.5,287.8,351.9,0.0,0.0,0.0,0.0,3830.0,-247.1,-4576.5,110.0,1.0,0,19,13,1,211.93475673741156,1.734935157290053,0,0,1,1,5.0,骇爪,36.38172618224681,-33.69999999999982,0.5,-13.699999999999818,3796.3,-247.2,-4590.2,306.8,357.7,0.0,0.0,0.0,0.0,3796.3,-247.3,-4590.2,100.0,0.0,0,7.0,银翼,1.734935157290053,0.599999999999909,-0.30000000000001137,-1.6000000000003638,3830.6,-248.0,-4578.1,176.6,358.7,0.0,0.0,0.0,0.0,3830.6,-248.1,-4578.1,110.0,0.0,0,1,1,1,33.7037089947084,36.38172618224681,-13.699999999999818,108.65002338109105,374.0209284427991,0.6708203932498606,1.734935157290053,-1.6000000000003638,45.634948822917636,419.1535111950538,0.17166474599220166,1.0,-1,-1,12,6.5,1.0,1.0,1.0,0.0,0.0,10.0,0,0
20.0,4,UNKNOWN_ROLE_30008,3812.2,-247.0,-4635.5,146.0,351.8,2.4,0.0,3.8,4.494441010848846,3812.2,-246.4,-4635.5,120.0,1.0,2,20,13,2,154.83786008663802,5.782312039980686,0,3,2,2,8.0,疾风,12.114041439585518,-3.099999999999909,-0.5,11.699999999999818,3809.1,-247.5,-4623.8,88.5,354.2,0.0,0.0,0.0,0.0,3809.1,-247.5,-4623.8,104.8,0.0,3,4.0,骇爪,3.0528675044948628,-2.599999999999909,0.0,-1.6000000000003638,3809.6,-247.0,-4637.1,124.7,358.4,0.3,0.0,0.2,0.36055512754639896,3809.6,-246.4,-4637.1,120.0,0.0,1,1,1,1,3.1400636936214266,12.114041439585518,11.699999999999818,43.16234704572196,276.82310832143526,2.599999999999909,3.0528675044948628,-1.6000000000003638,34.0,383.4075022462556,0.07823694691212617,0.5279665786603,-2,1,11,4.333333333333333,0.0,1.0,1.0,4.494441010848846,4.133885883302447,15.200000000000003,26,0
